compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
9-{2-[(2-chlorophenyl)methoxy]phenyl}-3,3,6,6-tetramethyl-2,3,4,5,6,7,9,10-octahydroacridine-1,8-dione	ZOTWMSRUNUERKM-UHFFFAOYSA-N	[M-H]-	488.199772	5.90650801	5.70650801	6.10650801		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_270_P-34-R-F_1_Rg90to1350-CE102040--S1_Run1357.mzML	HF_Aug2019	
erythrosin(e)	LAINPTZBIXYTIZ-UHFFFAOYSA-N	[M-H]-	834.647765	5.9088195	5.7088195	6.1088195		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_14_P-2-R-F_1_Rg90to1350-CE102040--S1_Run77.mzML	HF_Aug2019	
novobiocin sodium salt	YJQPYGGHQPGBLI-UHFFFAOYSA-N	[M-H]-	611.22461	5.90928867	5.70928867	6.109288669		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_75_P-10-R-C_1_Rg90to1350-CE102040--S1_Run382.mzML	HF_Aug2019	
n-ethyl-2-(4-hydroxyquinazolin-2-ylthio)-n-[4-(methylethyl)phenyl]acetamide	CKBCMZHRMWOXLD-UHFFFAOYSA-N	[M-H]-	380.143798	5.91659427	5.71659427	6.11659427		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_199_P-25-R-G_1_Rg90to1350-CE102040--S1_Run1002.mzML	HF_Aug2019	
n-(2,6-dimethylphenyl)-3,4,5-triethoxybenzamide	FSROKYVOELAUIU-UHFFFAOYSA-N	[M+Cl]-	392.163408	5.91750035	5.71750035	6.11750035		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_42_P-6-R-B_1_Rg90to1350-CE102040--S1_Run217.mzML	HF_Aug2019	
n-(4-ethoxyphenyl)xanthen-9-ylcarboxamide	XGHKWZSARVKCCU-UHFFFAOYSA-N	[M+Cl]-	380.105894	5.92054712	5.72054712	6.12054712		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_271_P-34-R-G_1_Rg90to1350-CE102040--S1_Run1362.mzML	HF_Aug2019	
deguelin	ORDAZKGHSNRHTD-UXHICEINSA-N	[M-H]-	393.1343384	5.92174951	5.72174951	6.12174951		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_4_P-1-R-D_1_Rg90to1350-CE102040--S1_Run27.mzML	HF_Aug2019	
(2z)-2-benzoxazol-2-yl-3-(4-hydroxy-3-methoxyphenyl)-1-(4-methylphenyl)prop-2- en-1-one	QAYXYJUIPQMETC-QGOAFFKASA-N	[M-H]-	384.124108	5.925041746	5.725041746	6.125041746		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_254_P-32-R-F_1_Rg90to1350-CE102040--S1_Run1277.mzML	HF_Aug2019	
(3s,8s,6r,7r)-8-hydroxy-2,2,6,8-tetramethyl-7-[(2-oxochromen-7-yloxy)methyl]bi cyclo[4.4.0]dec-3-ylacetate	RIPKCRCUFJSKKD-LTJIRPSMSA-N	[M+Cl]-	477.2049388	5.928903036	5.728903036	6.1289030360000005		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_4_P-1-R-D_1_Rg90to1350-CE102040--S1_Run27.mzML	HF_Aug2019	
n-(4-bromophenyl)-3,4-diethoxybenzamide	PNXRWQYEGKOFBX-UHFFFAOYSA-N	[M-H]-	362.039706	5.929737213	5.729737213	6.129737213		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_43_P-6-R-C_1_Rg90to1350-CE102040--S1_Run222.mzML	HF_Aug2019	
1-(4-benzoylpiperazin-1-yl)-2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]ethan-1-one	HCJZFFIWRCBJKQ-UHFFFAOYSA-N	[M+formate]-	574.175035	5.93091318	5.73091318	6.13091318		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_61_P-8-R-E_1_Rg90to1350-CE102040--S1_Run312.mzML	HF_Aug2019	
butan-2-yl 7-(4-chlorophenyl)-4-(3-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	KYNXMUCTYHCXFX-UHFFFAOYSA-N	[M-H]-	508.1896008	5.93180113	5.73180113	6.13180113		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_21_P-3-R-E_1_Rg90to1350-CE102040--S1_Run112.mzML	HF_Aug2019	
3-{n-[bis(4-methoxyphenyl)methyl]carbamoyl}-2-[(2-fluoren-9-ylacetyloxy)amino] propanoic acid	GUBHJFUYEOSKQG-UHFFFAOYSA-N	[M-H]-	579.213651	5.93492203	5.73492203	6.13492203		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_74_P-10-R-B_1_Rg90to1350-CE102040--S1_Run377.mzML	HF_Aug2019	
n-(4-bromo-3-chlorophenyl)-3,4,5-trimethoxybenzamide	NFZWLQORNBHQRQ-UHFFFAOYSA-N	[M-H]-	397.979998	5.937164839	5.737164839	6.137164839		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_68_P-9-R-D_1_Rg90to1350-CE102040--S1_Run347.mzML	HF_Aug2019	
2-phenylethyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2,7,7-trimethyl-5-oxo-1,4,5,6,7,8-hexahydro-3-quinolinecarboxylate	LQJYTRZVKSKKGJ-UHFFFAOYSA-N	[M-H]-	552.1390852	5.93855745	5.73855745	6.13855745		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_17_P-3-R-A_1_Rg90to1350-CE102040--S1_Run92.mzML	HF_Aug2019	
1-(2-hydroxy-4,6-dimethoxyphenyl)-2-(4-methoxyphenyl)ethanone	ROJOJPXRGHLGTC-UHFFFAOYSA-N	[M-H]-	301.108124	5.93973563	5.73973563	6.13973563		negative				20190201_KBL_TN_EMA_TimTec-FL500_PL1to7_QEHF_C18-USDAY46910_Stds1_NEG_MSMS_9_P-2-R-A_1_Rg90to1350-CE102040--S1_Run52.mzML	HF_Aug2019	
methyl 4-(6-bromo-2-oxo-1,3,4-trihydrobenzo[h]quinolin-4-yl)benzoate	JNZHJNVULVZWRQ-UHFFFAOYSA-N	[M-H]-	408.024056	5.94703681	5.74703681	6.14703681		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_39_P-5-R-G_1_Rg90to1350-CE102040--S1_Run202.mzML	HF_Aug2019	
4-[(4-chlorophenyl)methyl]-7-hydroxy-3-phenylchromen-2-one	OZAJTLUKFFAXHQ-UHFFFAOYSA-N	[M-H]-	361.063672	5.950075682	5.75007568	6.150075682		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_205_P-26-R-E_1_Rg90to1350-CE102040--S1_Run1032.mzML	HF_Aug2019	
2-methoxyethyl 5-hydroxy-1-[2-(3-methoxyphenoxy)ethyl]-2-methylbenzo[g]indole- 3-carboxylate	KAYOIRVMBZICNK-UHFFFAOYSA-N	[M-H]-	448.176538	5.9518517	5.7518517	6.151851697		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_96_P-12-R-H_1_Rg90to1350-CE102040--S1_Run487.mzML	HF_Aug2019	
n-{2-[(4-chlorophenyl)carbamoyl]-4,6-dinitrophenyl}leucine	FPYNJWMJOAMMBC-UHFFFAOYSA-N	[M-H]-	449.086927	5.95229221	5.75229221	6.15229221		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_282_P-36-R-B_1_Rg90to1350-CE102040--S1_Run1417.mzML	HF_Aug2019	
11-{4-[(4-bromophenyl)methoxy]phenyl}-3,3-dimethyl-2,3,4-trihydro-5h,10h,11h-b enzo[b]benzo[2,1-f]1,4-diazepin-1-one	NLQOUEKNYYLECS-UHFFFAOYSA-N	[M-H]-	501.11829	5.9527106	5.7527106	6.1527106		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_112_P-14-R-H_1_Rg90to1350-CE102040--S1_Run567.mzML	HF_Aug2019	
3-{[(3,4-dimethylphenyl)amino]methylene}benzo[b]pyran-2,4-dione	JPAQYNJVHMPLNH-GDNBJRDFSA-N	[M-H]-	292.097893	5.9532828	5.7532828	6.153282802		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_187_P-24-R-C_1_Rg90to1350-CE102040--S1_Run942.mzML	HF_Aug2019	
butan-2-yl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-7-(4-methoxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	PGYQQEYWYHVHOW-UHFFFAOYSA-N	[M-H]-	582.14965	5.95433645	5.75433645	6.15433645		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_22_P-3-R-F_1_Rg90to1350-CE102040--S1_Run117.mzML	HF_Aug2019	
3-[(e)-{2-[hydroxy(diphenyl)acetyl]hydrazinylidene}methyl]phenyl 1,3-benzodioxole-5-carboxylate	GRZMUUNUNHRNAD-UXHLAJHPSA-N	[M-H]-	493.140486	5.956149163	5.756149163	6.156149163		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_40_P-5-R-H_1_Rg90to1350-CE102040--S1_Run207.mzML	HF_Aug2019	
4-methyl-2-oxochromen-7-yl 3-chlorobenzoate	ZXADCOLCKVCBPU-UHFFFAOYSA-N	[M-H]-	313.027287	5.957583067	5.757583067	6.157583067		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_101_P-13-R-E_1_Rg90to1350-CE102040--S1_Run512.mzML	HF_Aug2019	
5-[(4-hydroxy-3,5-dimethoxyphenyl)methylene]-3-phenyl-2-(phenylazamethylene)-1 ,3-thiazolidin-4-one	ILJZTQJFNMSQKP-PSYZWBJOSA-N	[M-H]-	431.107078	5.958191552	5.75819155	6.158191552		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_89_P-12-R-A_1_Rg90to1350-CE102040--S1_Run452.mzML	HF_Aug2019	
4-methyl-n-[3-methyl-4-(2-oxo-2h-chromen-3-yl)phenyl]-3-nitrobenzamide	FHGIYKZDHZKFAJ-UHFFFAOYSA-N	[M-H]-	413.114272	5.96160583	5.76160583	6.16160583		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_266_P-34-R-B_1_Rg90to1350-CE102040--S1_Run1337.mzML	HF_Aug2019	
2-(4-fluorophenyl)-3-hydroxy-7-methylchromen-4-one	BKDAOYAYNINOED-UHFFFAOYSA-N	[M-H]-	269.061922	5.96228411	5.76228411	6.16228411		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_111_P-14-R-G_1_Rg90to1350-CE102040--S1_Run562.mzML	HF_Aug2019	
ethyl 2-amino-4-(2-chloro-6-fluorophenyl)-5-oxo-4h-pyrano[3,2-c]chromene-3-car boxylate	BMWPVVXCNDZFQA-UHFFFAOYSA-N	[M-H]-	414.054979	5.96546442	5.76546442	6.16546442		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_10_P-2-R-B_1_Rg90to1350-CE102040--S1_Run57.mzML	HF_Aug2019	
2-{7-[(2-fluorophenyl)methyl]-1,3-dimethyl-2,6-dioxo(1,3,7-trihydropurin-8-ylt hio)}-n-[4-(trifluoromethoxy)phenyl]acetamide	VDZRDUZGHBQIFJ-UHFFFAOYSA-N	[M-H]-	536.102088	5.967345136	5.76734514	6.167345136		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_44_P-6-R-D_1_Rg90to1350-CE102040--S1_Run227.mzML	HF_Aug2019	
2-[(4-methylthiophenyl)sulfonyl]-1,2,3,4-tetrahydroisoquinoline	MLBPNGUHEYKUEU-UHFFFAOYSA-N	[M-H]-	318.062771	5.967362093	5.767362093	6.167362093		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_261_P-33-R-E_1_Rg90to1350-CE102040--S1_Run1312.mzML	HF_Aug2019	
GEMFIBROZIL	HEMJJKBWTPKOJG-UHFFFAOYSA-N	[M-H]-	249.149618564	5.969593351190207	5.469593351190207	6.469593351190207		negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328/20250410_JGI_BerkLab_507792_MicroSourceStds_P1toP5-AbsNorm_EXP120B_C18_USDAY91328_NEG_MS2_28_MS-P3-C9_1_Rg80to1200-CE102040norm--S1_Run157.h5	HF_Aug2019	
magnolol	VVOAZFWZEDHOOU-UHFFFAOYSA-N	[M-H]-	265.12338	5.974909362	5.774909362	6.174909362		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_37_P-5-R-E_1_Rg90to1350-CE102040--S1_Run192.mzML	HF_Aug2019	
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-[(3,4,5-trimethoxyphenyl)methyl]acetamide	FWNJKZRBZKBXPI-UHFFFAOYSA-N	[M+formate]-	581.169615	5.97537318	5.77537318	6.175373184		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_59_P-8-R-C_1_Rg90to1350-CE102040--S1_Run302.mzML	HF_Aug2019	
n-(2,6-dimethylphenyl)-2-(4-chlorophenyl)-2-{n-[2-(2-methylindol-3-yl)ethyl]ac etylamino}acetamide	CRXIHWBEEGWGCG-UHFFFAOYSA-N	[M-H]-	486.195355	5.97588946	5.77588946	6.17588946		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_277_P-35-R-E_1_Rg90to1350-CE102040--S1_Run1392.mzML	HF_Aug2019	
butan-2-yl 7-(4-chlorophenyl)-2-methyl-5-oxo-4-(3,4,5-trimethoxyphenyl)-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	IUOPGSNWOXYEAG-UHFFFAOYSA-N	[M-H]-	538.200166	5.9759179	5.7759179	6.1759179		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_18_P-3-R-B_1_Rg90to1350-CE102040--S1_Run97.mzML	HF_Aug2019	
n-{2-[2-methyl-5-(trifluoromethoxy)indol-3-yl]ethyl}(2-oxochromen-3-yl)carboxa mide	BMRVDOUFKKHOIW-UHFFFAOYSA-N	[M-H]-	429.1067417	5.97646181	5.77646181	6.17646181		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_249_P-32-R-A_1_Rg90to1350-CE102040--S1_Run1252.mzML	HF_Aug2019	
n-(4-bromophenyl)-2h-chromene-3-carboxamide	STAPMTFRDQEWMH-UHFFFAOYSA-N	[M-H]-	327.997841	5.976463341	5.77646334	6.176463341		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_130_P-17-R-B_1_Rg90to1350-CE102040--S1_Run657.mzML	HF_Aug2019	
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1h-indol-3-yl]-n-(5-ethyl-1,3,4-thiadiazol-2-yl)acetamide	JYCJNBWCIPDSJN-UHFFFAOYSA-N	[M-H]-	467.094989	5.97821802	5.77821802	6.178218015		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_70_P-9-R-F_1_Rg90to1350-CE102040--S1_Run357.mzML	HF_Aug2019	
(2z)-2-[(4-tert-butylphenyl)formamido]-3-(furan-2-yl)-n-[2-(2-methyl-1h-indol-3-yl)ethyl]prop-2-enamide	VIFLWMXTJSJZPC-ITYLOYPMSA-N	[M-H]-	468.229242	5.979315618	5.779315618	6.179315618		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_284_P-36-R-D_1_Rg90to1350-CE102040--S1_Run1427.mzML	HF_Aug2019	
rifamycin	HJYYPODYNSCCOU-ODRIEIDWSA-N	[M-H]-	696.302526	5.98367285	5.78367285	6.18367285		negative				20190206_KBL_TN_EMA_TimTec-NPL800_PL1to10_QE-HF_C18-USDAY46910_Stds1_NEG_MSMS_10_P-2-R-B_1_Rg90to1350-CE102040--S1_Run57.mzML	HF_Aug2019	
2-methylpropyl 7-(4-chlorophenyl)-4-(3-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	FIQHTMZZRQPVHW-UHFFFAOYSA-N	[M-H]-	508.1896008	5.98444901	5.78444901	6.18444901		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_19_P-3-R-C_1_Rg90to1350-CE102040--S1_Run102.mzML	HF_Aug2019	
[1-ethyl-2-oxo-3-(phenylcarbonylamino)(4-hydroquinolyl)]-n-benzamide	FSYBTZUSYJTTCZ-UHFFFAOYSA-N	[M-H]-	410.150992	5.9862939	5.786293898	6.1862939		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_124_P-16-R-D_1_Rg90to1350-CE102040--S1_Run627.mzML	HF_Aug2019	
(6-chloro-2-iminochromen-3-yl)-n-(4-ethylphenyl)carboxamide	FNDAXEUHSSQFBB-UHFFFAOYSA-N	[M-H]-	325.074905	5.98704936	5.78704936	6.18704936		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_128_P-16-R-H_1_Rg90to1350-CE102040--S1_Run647.mzML	HF_Aug2019	
3-{[(2,4-dimethylphenyl)amino]methylene}benzo[b]pyran-2,4-dione	QPJSCGCYCXVKPC-UVTDQMKNSA-N	[M-H]-	292.097893	5.98879167	5.78879167	6.18879167		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_285_P-36-R-E_1_Rg90to1350-CE102040--S1_Run1432.mzML	HF_Aug2019	
n-(3,5-dimethylphenyl)-2h-chromene-3-carboxamide	VBEHKFGPIGCXFX-UHFFFAOYSA-N	[M-H]-	278.118629	5.98939608	5.78939608	6.18939608		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_136_P-17-R-H_1_Rg90to1350-CE102040--S1_Run687.mzML	HF_Aug2019	
6-(benzyloxy)-7-chloro-4-methyl-2h-chromen-2-one	MXOUNIHPJCWDFZ-UHFFFAOYSA-N	[M-H]-	299.048022	5.99405999	5.79405999	6.19405999		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_275_P-35-R-C_1_Rg90to1350-CE102040--S1_Run1382.mzML	HF_Aug2019	
4'-chloro-6-methylflavone	ZMRCCOUBQBXXHF-UHFFFAOYSA-N	[2M-H]-	539.082215	5.994717902	5.7947179	6.194717902		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_74_P-10-R-B_1_Rg90to1350-CE102040--S1_Run377.mzML	HF_Aug2019	
methyl 2-[(dibenzo[b,d]furan-2-ylsulfonyl)amino]-3,4,5-trimethoxybenzoate	LWUWUBBAEPLFDF-UHFFFAOYSA-N	[M-H]-	470.091488	5.99931758	5.79931758	6.19931758		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_74_P-10-R-B_1_Rg90to1350-CE102040--S1_Run377.mzML	HF_Aug2019	
4-oxo-1,2,3,4-tetrahydrocyclopenta[c]chromen-7-yl benzoate	GZPDVRJCPPBBSD-UHFFFAOYSA-N	[M-H]-	305.081909	6.00333885	5.80333885	6.20333885		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_105_P-14-R-A_1_Rg90to1350-CE102040--S1_Run532.mzML	HF_Aug2019	
n-(4-ethylphenyl)-2h-chromene-3-carboxamide	FYJJDACCKKEDKN-UHFFFAOYSA-N	[M-H]-	278.118629	6.00366671	5.80366671	6.20366671		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_135_P-17-R-G_1_Rg90to1350-CE102040--S1_Run682.mzML	HF_Aug2019	
[2-(2,5-dimethylindol-3-yl)ethyl][(4-methoxynaphthyl)sulfonyl]amine	BXKYIPDXFXQNPB-UHFFFAOYSA-N	[M+formate]-	453.1489646	6.00452572	5.80452572	6.20452572		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_273_P-35-R-A_1_Rg90to1350-CE102040--S1_Run1372.mzML	HF_Aug2019	
bavachinin	VOCGSQHKPZSIKB-FQEVSTJZSA-N	[M-H]-	337.144509	6.0051859	5.8051859	6.205185896		negative				20190115_KBL_TN_EMA_Enzo_Pl1to6_QE-HF_C18_USDAY46918_Stds1_NEG_MSMS_20_P-3-R-D_1_Rg90to1350-CE102040--S1_Run107.mzML	HF_Aug2019	
3-methyl-5-(phenylmethoxy)indol-2-yl piperidyl ketone	RZWKDAXOIBXQGZ-UHFFFAOYSA-N	[M-H]-	347.176478	6.009769073	5.809769073	6.209769073		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_265_P-34-R-A_1_Rg90to1350-CE102040--S1_Run1332.mzML	HF_Aug2019	
methyl 2-(2-oxo-4-propylchromen-7-yl)oxy-2-phenylacetate	IDYQRTRHYWQKKY-UHFFFAOYSA-N	[M-H]-	351.123774	6.0119454	5.8119454	6.2119454		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_291_P-37-R-C_1_Rg90to1350-CE102040--S1_Run1462.mzML	HF_Aug2019	
ethyl 1-[2-(2,3-dichlorophenoxy)ethyl]-5-hydroxy-2-methylindole-3-carboxylate	PBGXFDRLZUDMGJ-UHFFFAOYSA-N	[M+formate]-	452.0673144	6.01601639	5.81601639	6.21601639		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_61_P-8-R-E_1_Rg90to1350-CE102040--S1_Run312.mzML	HF_Aug2019	
n-(1-adamantylmethyl)-3,4,5-trimethoxybenzamide	PXTMHMPZOUHPQU-UHFFFAOYSA-N	[M+Cl]-	394.179058	6.01677222	5.81677222	6.21677222		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_151_P-19-R-G_1_Rg90to1350-CE102040--S1_Run762.mzML	HF_Aug2019	
6-{[(adamantanylmethyl)methylamino]sulfonyl}-4-methylhydroquinolin-2-one	FCUROAUACPVVLI-UHFFFAOYSA-N	[M-H]-	399.1747638	6.02039935	5.82039935	6.22039935		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_194_P-25-R-B_1_Rg90to1350-CE102040--S1_Run977.mzML	HF_Aug2019	
4-oxo-2-phenylchromen-6-yl thiophene-2-carboxylate	MRDQSOZRIXPBPM-UHFFFAOYSA-N	[M-H]-	347.0383299	6.021304921	5.82130492	6.221304921		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_210_P-27-R-B_1_Rg90to1350-CE102040--S1_Run1057.mzML	HF_Aug2019	
2-{[2-(4-ethoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methylthio}quinazolin-4-ol	XFNBMSHPJYQJEC-UHFFFAOYSA-N	[M-H]-	392.107413	6.022823547	5.822823547	6.222823547		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_193_P-25-R-A_1_Rg90to1350-CE102040--S1_Run972.mzML	HF_Aug2019	
2-methoxyethyl 1-{3-[(2-chloro-4-nitrophenyl)amino]propyl}-5-hydroxy-2-methylb enzo[g]indole-3-carboxylate	GUBBLKJZZMDZHA-UHFFFAOYSA-N	[M-H]-	510.143713	6.02383095	5.82383095	6.22383095		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_109_P-14-R-E_1_Rg90to1350-CE102040--S1_Run552.mzML	HF_Aug2019	
n-[2-(2-chlorophenyl)-1,3-benzoxazol-5-yl]-3,5-dimethoxybenzamide	ATIWXSVSVPMBDZ-UHFFFAOYSA-N	[M-H]-	407.080385	6.02983968	5.82983968	6.22983968		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_39_P-5-R-G_1_Rg90to1350-CE102040--S1_Run202.mzML	HF_Aug2019	
cyclohexyl 4-(3-chloro-4-hydroxy-5-methoxyphenyl)-2-methyl-5-oxo-7-phenyl-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate	OSUWSLKXPZXDPE-UHFFFAOYSA-N	[M-H]-	520.189601	6.03021489	5.83021489	6.230214885		negative				20190315_KBL-AK_TN_EMA_TimTec-NPL3000_PL1to38_QE-HF_C18_USDAY47548_NEG_MSMS_22_P-3-R-F_1_Rg90to1350-CE102040--S1_Run117.mzML	HF_Aug2019	
